"Project ID","Title Project","Short Descr Project","Project Starts","Project Ends","Level of Impact","ISO CODE","Loc of Impact","Loc Info","% Aim 1: Right to Sustainable Livelihoods","% Aim 2: Right to Essential services","% Aim 3: Right to Life and Security","% Aim 4: Right to be heard","% Aim 5: Right to Equity"," Expenditure prior to 2010/11","Expenditure in 2010/11"," Revised Budget  in current and future years (£) ","Total Value all years (£)"
"SOMA63","Somalia Emergency public Health Response Project","This project aims to improve access to water and sanitation for drought affected populations and IDPs in Togdheer region of Somaliland. Establishing water infrastructure and sanitation facilities, promoting hygiene and sanitation,  and distribution of non-food items are among the key project activities. The project will target a total population 70,000 people in drought stricken rural areas of Togdheer region as well as in IDP camps in Burao town.","3-Dec-09 ","31-Jul-11 ","Country","SO","Somalia"," ToGdheer region of Somaliland ",-0,-0,100,-0,-0," 151,535 "," 784,207 "," 58,072 "," 993,814 "
"SOMA66","Somalia Water Sanitation, Hygiene and Integrated Livelihoods Emergency Response","This project aims to Reduce vulnerability of Lower Juba IDPs and host community to public health and food security risks of drought and conflict in the target area and assisting 216,914 beneficiaries through intensive labour benefiting from improved water,sanitation and  hygiene promotion 16,200 access Food assistance, short term food security and livelihoods support.The projects will be managed by Oxfam GB and implemented by one partner, WASDA.","1-Apr-10 ","31-Oct-11 ","Country","SO","Somalia"," Lower Juba ",50,50,-0,-0,-0,-0," 812,958 "," 453,821 "," 1,266,779 "
"SOMA67","Community Driven Livelihood and Food Security Initiatives (CLFSI)","The project contributes to PIP00635. The project location is L.Juba  region. The beneficiaries are 250, 0000 people (41,667 households)   The expected outcomes are Livelihood and food security for 41, 667 households in 22 priority project sites improved; Food insecurity addressed by 22 empowered community based institutions and structures using alternative ways of working in conflict prone areas. The project is managed by Oxfam in cooperation with WASDA and the community. Expenditure is mainly on Cash transfer, Management and Partner Support Costs.","1-May-10 ","31-Jul-13 ","Country","SO","Somalia",-0,40,10,30,10,10,-0," 345,438 "," 865,632 "," 1,211,070 "
"SOMA69","EMERGENCY RELIEF IN LOWER SHABELLE AND MOGADISHU","A humanitarian assistance project assisting approximately 327,000 (237,000 in Afgooye and 90,000 in Mogadishu) conflict affected IDPs and host communities in Lower Shabelle and Mogadishu. The intervention focuses on provision of safe water, sanitation facilities and hygiene promotion along with emergency livelihoods support (emergency food vouchers, cash relief and labour intensive - cash for work). It also seeks to provide IDP skills training. Specific attention is paid to the rights and needs of women. The programme also addresses policy and advocacy issues. Oxfam GB will implement it in partnership with Hijra a local NGO based in Somalia.","28-Apr-10 ","31-Mar-12 ","Country","SO","Somalia"," Banadir and Lower Shabelle Regions ",15,-0,85,-0,-0,-0," 1,821,652 "," 2,026,440 "," 3,848,092 "
"SOMA70","Emergency WASH Intervention for Conflict- and Disaster-population in Somalia","This is a 3-month project that is aimed at reducing stress for the drought stricken 40,000 people in Sool region, Somaliland i.e. about 6,660 households in 11 villages by provision of water through water venders and a voucher management system, as well as the rehabilitation of 3 strategic boreholes. The community will also be trained on safe hygiene and proper management of water system. At total of 14 WES committees (11 committees for villages and 3 for boreholes at 5 persons per village) will be identified and trained.","9-Feb-11 ","30-Apr-11 ","Country","SO","Somalia"," Sool Region, Somaliland ",-0,-0,100,-0,-0,-0," 153,476 ",-0," 153,476 "
"SOMA71","East African Emergency Response For Drought Affected People in Somaliland","This is a 2-month project that is aimed at reducing stress for the drought stricken 28,350 people in Toghdeer and Galbeed region, Somaliland i.e. about 4,725 households in 45 villages by provision of water through water venders and a voucher management system, as well as the rehabilitation of 1 strategic boreholes. The community will also be trained on safe hygiene and proper management of water system. At total of 45 WES committees (44 committees for villages and 1 for boreholes at 5 persons per village) will be identified and trained.","15-Feb-11 ","31-Mar-12 ","Country","SO","Somalia"," Galbeed and Togdheer provinces of Somaliland ",-0,-0,100,-0,-0,-0," 110,166 "," 229,929 "," 340,095 "
"SRLC15","Producer Partnership Programme for Small Holder tea farmers in Kelliewatte","The main objective of the project is to improve the income security of 200 smallholder tea farmers surrounding Kelliewatte Tea Estate by increasing productivity and promoting fair trade principles. Outcome of this project will be a strengthened smallholder farmer association with enhanced bargaining power in the market, with gender equity and child labour issues addressed. The project will empower the estate workers through a right-based approach, and enable them to make informed decisions in relation to worker health and safety. Project activities will be implemented at three levels – small holders, estate workers and joint body.","1-Mar-07 ","31-May-10 ","Country","LK","Sri Lanka"," Kelliwatte Tea Estate, Patana, Hatton ",70,5,-0,10,15," 44,297 "," 4,370 ",-0," 48,667 "
"SRLC78","Strengthening Civil Societies for Protection of Rights of Conflict Afffected","This project will assist the building and Strengthening of Civil Society and conflict affected communities in order to effectively mobilize for claiming the rights of conflict affected communities.  It will form and strengthen the civil society coalition and Steering Committees established and operate to raise protection issues and ensure mandated state actors provide due services to affected people. Strengthening of civil society to do collective advocacy at local - national levels on protections issues will contribute to the integration of protection component into the larger programme approach of humanitarian and development.","1-Jan-09 ","31-Dec-11 ","Country","LK","Sri Lanka",-0,-0,-0,20,70,10," 77,532 "," 56,646 "," 44,030 "," 178,208 "
"SRLC90","Poor Women’s Economic Leadership Program","The Poor Women’s Economic Leadership Program (PWEL), a three-year pilot program will develop the economic and leadership capacities of coir women in the Matara district enabling them full access and control over decision-making and resources in the coir sector. Gender equality for coir women will be elevated with an outcome of highly increased participation in the value chain, expanded financial and market linkages, product diversity, strengthened producer organizational structures, and increased status at all social levels.","1-May-09 ","31-Mar-12 ","Country","LK","Sri Lanka"," South Sri Lanka ",40,-0,-0,10,50," 100,000 "," 100,000 "," 100,000 "," 300,000 "
"SRLC95","WECAN Campaing to End All Violence Against Women - Sri Lanka","WE CAN campaign has been implemented in Sri Lanka from 2004 and reached 19 district out of the 25. Around 40000 change makers are actively engaged. The aim is to shift attitudes, believes and practices which legitimise domestic violence through mobilisation of individuals and institutions. This year’s focus is on re-engaging enrolled change makers to take collective and visible stand against VAW in their own communities. The funds on this initiative will be spent on deepening and embedding the change into institutions and strengthen national alliance to bring independent identity of the WE CAN campaign.","23-Jul-09 ","31-Mar-11 ","Country","LK","Sri Lanka"," 19 districts ",-0,-0,-0,-0,100," 73,917 "," 102,774 ",-0," 176,690 "
"SRLC96","Improving Socio Economic conditions of Paddy farmers in East Sri Lanka (ISEP)","This project delivers a comprehensive and integrated package of interventions such as Community Infrastructure Development; Livelihood Capacity Building; Protection and Gender and Conflict Mitigation while mainstreaming gender and disaster risk reduction to assist conflict affected people targeting returnees and host communities in the east of Sri Lanka,to improve their quality of life,and address the regional priority SCOs 1.1,3.1and 5.2 .and will be implemented almost by partners at the district and national level ,Oxfam’s role largely is to coordinate and facilitate linkages.this project partly cover the programme delivery cost of east.","1-Aug-09 ","31-Jul-13 ","Country","LK","Sri Lanka"," Eastern part of srilanka ",40,-0,40,-0,20," 82,090 "," 47,114 "," 311,868 "," 441,072 "
